# BEGIN PLOT
RatioPlotError=1
RatioPlotErrorBands=0
LegendOnly=//Users/jlindert/Documents/proj/ttsemi/results/LOqqpj-pT20_new1022.yoda/ttsemi_dec/2b_PT_B1 //Users/jlindert/Documents/proj/ttsemi/results/LOwwbbj.yoda/ttsemi_dec/2b_PT_B1 //Users/jlindert/Documents/proj/ttsemi/results/LOwwbbj+dec.yoda/ttsemi_dec/2b_PT_B1 //Users/jlindert/Documents/proj/ttsemi/results/LOtchantqqpj.yoda/ttsemi_dec/2b_PT_B1 //Users/jlindert/Documents/proj/ttsemi/results/LOschantqqpj.yoda/ttsemi_dec/2b_PT_B1 //Users/jlindert/Documents/proj/ttsemi/results/LOwzj.yoda/ttsemi_dec/2b_PT_B1
DrawOnly=//Users/jlindert/Documents/proj/ttsemi/results/LOqqpj-pT20_new1022.yoda/ttsemi_dec/2b_PT_B1 //Users/jlindert/Documents/proj/ttsemi/results/LOwwbbj.yoda/ttsemi_dec/2b_PT_B1 //Users/jlindert/Documents/proj/ttsemi/results/LOwwbbj+dec.yoda/ttsemi_dec/2b_PT_B1 //Users/jlindert/Documents/proj/ttsemi/results/LOtchantqqpj.yoda/ttsemi_dec/2b_PT_B1 //Users/jlindert/Documents/proj/ttsemi/results/LOschantqqpj.yoda/ttsemi_dec/2b_PT_B1 //Users/jlindert/Documents/proj/ttsemi/results/LOwzj.yoda/ttsemi_dec/2b_PT_B1
Title=pp $\to \ell^{-} \bar \nu_{\ell}b\bar b j j$ at 13 TeV
RatioPlotReference=//Users/jlindert/Documents/proj/ttsemi/results/LOqqpj-pT20_new1022.yoda/ttsemi_dec/2b_PT_B1
LegendOrder=
RatioPlotSameStyle=1
RatioPlot=1
LogY=1
RatioPlotYMax=2
RatioPlotYLabel=Ratio
ErrorBands=0
YLabel=$\mathrm{d}\sigma / \mathrm{d} p_{{\rm T}}(j_{B,1})$ [pb/GeV]
XLabel=$p_{{\rm T}}(j_{B,1})$ [GeV]
RatioPlotYSize=5
Legend=1
RatioPlotYMin=0.0
# END PLOT

# BEGIN HISTO1D //Users/jlindert/Documents/proj/ttsemi/results/LOqqpj-pT20_new1022.yoda/ttsemi_dec/2b_PT_B1
LineColor=red
LineStyle=solid
Path=//Users/jlindert/Documents/proj/ttsemi/results/LOqqpj-pT20_new1022.yoda/ttsemi_dec/2b_PT_B1
ScaledBy=2.87468529479755825e-10
Title=lvqq'bbj
# xlow	 xhigh	 val	 errminus	 errplus
# BEGIN HISTO1D //Users/jlindert/Documents/proj/ttsemi/results/LOschantqqpj.yoda/ttsemi_dec/2b_PT_B1
LineColor=lilac
LineStyle=solid
Path=//Users/jlindert/Documents/proj/ttsemi/results/LOschantqqpj.yoda/ttsemi_dec/2b_PT_B1
ScaledBy=4.99371042172383830e-07
Title=tqqpbj (s-chan)
# xlow	 xhigh	 val	 errminus	 errplus
0.000000e+00	2.000000e+01	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e+01	4.000000e+01	1.575351e-06	3.373654e-07	3.373654e-07
4.000000e+01	6.000000e+01	7.400610e-06	6.084790e-07	6.084790e-07
6.000000e+01	8.000000e+01	1.426945e-05	9.629940e-07	9.629940e-07
8.000000e+01	1.000000e+02	2.424864e-05	7.709593e-06	7.709593e-06
1.000000e+02	1.200000e+02	1.378194e-05	9.469369e-07	9.469369e-07
1.200000e+02	1.400000e+02	1.114615e-05	9.184944e-07	9.184944e-07
1.400000e+02	1.600000e+02	7.337325e-06	5.416701e-07	5.416701e-07
1.600000e+02	1.800000e+02	8.472940e-06	1.158081e-06	1.158081e-06
1.800000e+02	2.000000e+02	5.590960e-06	7.565058e-07	7.565058e-07
2.000000e+02	2.200000e+02	4.038820e-06	6.911677e-07	6.911677e-07
2.200000e+02	2.400000e+02	3.785160e-06	5.774710e-07	5.774710e-07
2.400000e+02	2.600000e+02	3.005813e-06	6.358030e-07	6.358030e-07
2.600000e+02	2.800000e+02	1.903013e-06	2.430979e-07	2.430979e-07
2.800000e+02	3.000000e+02	1.479555e-06	3.517026e-07	3.517026e-07
3.000000e+02	3.200000e+02	8.174860e-07	1.364423e-07	1.364423e-07
3.200000e+02	3.400000e+02	7.281035e-07	1.003023e-07	1.003023e-07
3.400000e+02	3.600000e+02	8.426345e-07	2.005357e-07	2.005357e-07
3.600000e+02	3.800000e+02	9.630465e-07	2.803488e-07	2.803488e-07
3.800000e+02	4.000000e+02	4.242592e-07	7.522420e-08	7.522420e-08
# END HISTO1D


# BEGIN HISTO1D //Users/jlindert/Documents/proj/ttsemi/results/LOwzj.yoda/ttsemi_dec/2b_PT_B1
LineColor=red
LineStyle=dashed
Path=//Users/jlindert/Documents/proj/ttsemi/results/LOwzj.yoda/ttsemi_dec/2b_PT_B1
ScaledBy=1.06452015120146165e-08
Title=wzj
# xlow	 xhigh	 val	 errminus	 errplus
0.000000e+00	2.000000e+01	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e+01	4.000000e+01	9.188220e-07	5.707714e-08	5.707714e-08
4.000000e+01	6.000000e+01	1.777938e-06	4.226540e-08	4.226540e-08
6.000000e+01	8.000000e+01	1.833353e-06	1.930664e-07	1.930664e-07
8.000000e+01	1.000000e+02	1.277209e-06	3.477223e-08	3.477223e-08
1.000000e+02	1.200000e+02	1.041343e-06	4.920986e-08	4.920986e-08
1.200000e+02	1.400000e+02	8.020110e-07	3.535489e-08	3.535489e-08
1.400000e+02	1.600000e+02	6.058625e-07	1.693305e-08	1.693305e-08
1.600000e+02	1.800000e+02	4.901569e-07	1.632885e-08	1.632885e-08
1.800000e+02	2.000000e+02	4.351165e-07	2.107386e-08	2.107386e-08
2.000000e+02	2.200000e+02	3.407595e-07	1.704924e-08	1.704924e-08
2.200000e+02	2.400000e+02	2.674848e-07	1.525398e-08	1.525398e-08
2.400000e+02	2.600000e+02	2.162553e-07	9.902259e-09	9.902259e-09
2.600000e+02	2.800000e+02	1.837475e-07	1.090286e-08	1.090286e-08
2.800000e+02	3.000000e+02	1.281638e-07	5.334754e-09	5.334754e-09
3.000000e+02	3.200000e+02	1.862954e-07	5.515582e-08	5.515582e-08
3.200000e+02	3.400000e+02	1.020857e-07	7.365706e-09	7.365706e-09
3.400000e+02	3.600000e+02	8.311480e-08	5.212948e-09	5.212948e-09
3.600000e+02	3.800000e+02	7.042060e-08	6.858378e-09	6.858378e-09
3.800000e+02	4.000000e+02	6.601000e-08	6.609607e-09	6.609607e-09
# END HISTO1D

